epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6033667,1.262044279352824,0.02,0.8872,0.3903078944683075
1,0.9027333,0.3189939377864202,0.02,0.9331,0.22847031041383745
2,0.93343335,0.21856216442584991,0.02,0.9446,0.18417567973136903
